iter	Passed	Remaining
133	2816	207343
134	2837	207341
135	2856	207179
136	2876	207051
137	2894	206848
138	2912	206633
139	2933	206567
140	2953	206483
141	2971	206309
142	2991	206223
143	3011	206102
144	3034	206217
145	3053	206089
146	3072	205952
147	3090	205740
148	3110	205636
149	3133	205740
150	3152	205608
151	3170	205418
152	3190	205326
153	3210	205240
154	3230	205157
155	3248	205017
156	3268	204917
157	3287	204785
158	3307	204717
159	3327	204655
160	3349	204673
161	3367	204497
162	3386	204368
163	3406	204301
164	3426	204259
165	3446	204164
166	3465	204045
167	3484	203947
168	3504	203856
169	3523	203733
170	3542	203617
171	3561	203527
172	3581	203439
173	3601	203383
174	3621	203301
175	3640	203229
176	3659	203110
177	3679	203022
178	3699	202982
179	3719	202900
180	3739	202853
181	3758	202742
182	3777	202636
183	3796	202525
184	3813	202306
185	3832	202240
186	3852	202180
187	3872	202114
188	3893	202108
189	3912	201988
190	3930	201873
191	3949	201760
192	3966	201544
193	3985	201438
194	4003	201323
195	4022	201216
196	4040	201071
197	4058	200908
198	4082	201059
199	4102	201011
200	4122	200996
201	4142	200948
202	4164	201007
203	4186	201011
204	4204	200906
205	4222	200751
206	4242	200699
207	4261	200610
208	4279	200461
209	4305	200716
210	4327	200753
211	4347	200706
212	4365	200600
213	4384	200493
214	4404	200456
215	4423	200354
216	4441	200250
217	4460	200171
218	4480	200109
219	4499	200043
220	4519	199973
221	4538	199909
222	4559	199880
223	4577	199796
224	4597	199748
225	4617	199688
226	4636	199595
227	4654	199502
228	4672	199386
229	4692	199349
230	4712	199299
231	4731	199224
232	4750	199135
233	4771	199134
234	4790	199079
235	4811	199054
236	4830	198993
237	4849	198929
238	4869	198865
239	4888	198818
240	4907	198740
241	4918	198307
242	4936	198192
243	4955	198136
244	4983	198413
245	5010	198666
246	5037	198899
247	5061	199022
248	5079	198922
249	5098	198834
250	5122	198946
251	5144	198987
252	5163	198932
253	5181	198813
254	5201	198762
255	5221	198732
256	5241	198721
257	5261	198671
258	5279	198565
259	5299	198527
260	5318	198453
261	5336	198343
262	5355	198260
263	5373	198173
264	5391	198070
265	5410	197986
266	5429	197913
267	5448	197848
268	5468	197825
269	5488	197785
270	5505	197664
271	5525	197635
272	5544	197561
273	5563	197472
274	5581	197394
275	5600	197325
276	5619	197252
277	5638	197192
278	5657	197125
279	5676	197044
280	5695	196977
281	5714	196927
282	5733	196867
283	5752	196788
284	5772	196771
285	5791	196705
286	5809	196615
287	5829	196599
288	5848	196525
289	5866	196424
290	5885	196368
291	5905	196334
292	5925	196295
293	5944	196248
294	5964	196214
295	5984	196185
296	6004	196165
297	6024	196142
298	6044	196115
299	6063	196061
300	6083	196010
301	6101	195923
302	6121	195917
303	6141	195891
304	6161	195853
305	6180	195806
306	6200	195780
307	6220	195732
308	6242	195791
309	6262	195738
310	6285	195821
311	6310	195962
312	6331	195949
313	6349	195860
314	6368	195792
315	6388	195789
316	6408	195762
317	6427	195680
318	6446	195631
319	6464	195560
320	6484	195518
321	6502	195428
322	6519	195331
323	6539	195294
324	6559	195263
325	6577	195193
326	6596	195140
327	6615	195066
328	6634	195015
329	6653	194954
330	6671	194874
331	6689	194805
332	6707	194728
333	6725	194630
334	6744	194577
335	6761	194468
336	6779	194383
337	6797	194320
338	6817	194296
339	6838	194286
340	6858	194263
341	6878	194235
342	6895	194152
343	6914	194077
344	6933	194040
345	6952	194000
346	6972	193964
347	6993	193966
348	7012	193913
349	7031	193859
350	7050	193825
351	7069	193780
352	7089	193749
353	7108	193702
354	7127	193639
355	7148	193642
356	7165	193556
357	7184	193496
358	7202	193435
359	7222	193415
360	7242	193368
361	7260	193299
362	7280	193287
363	7301	193277
364	7320	193249
365	7339	193197
366	7359	193182
367	7379	193146
368	7399	193130
369	7419	193111
370	7439	193077
371	7457	193020
372	7476	192962
373	7495	192907
374	7513	192843
375	7532	192796
376	7550	192730
377	7569	192684
378	7589	192673
379	7607	192600
380	7626	192555
381	7645	192493
382	7663	192436
383	7683	192398
384	7702	192364
385	7722	192338
386	7740	192279
387	7760	192240
388	7779	192201
389	7797	192150
390	7818	192139
391	7838	192123
392	7857	192073
393	7876	192028
394	7894	191963
395	7912	191896
396	7932	191868
397	7951	191844
398	7971	191813
399	7991	191796
400	8009	191734
401	8029	191709
402	8048	191664
403	8067	191628
404	8087	191602
405	8109	191637
406	8133	191715
407	8157	191783
408	8179	191817
409	8198	191773
410	8220	191790
411	8239	191751
412	8258	191709
413	8277	191657
414	8297	191636
415	8316	191597
416	8335	191567
417	8354	191512
418	8373	191461
419	8392	191422
420	8410	191374
421	8435	191459
422	8457	191488
423	8477	191469
424	8497	191436
425	8515	191376
426	8534	191347
427	8553	191302
428	8573	191270
429	8591	191212
430	8609	191147
431	8628	191112
432	8648	191093
433	8667	191052
434	8687	191026
435	8705	190961
436	8725	190947
437	8745	190931
438	8764	190884
439	8784	190856
440	8802	190802
441	8822	190772
442	8844	190795
443	8865	190811
444	8884	190768
445	8903	190725
446	8924	190734
447	8943	190684
448	8962	190656
449	8980	190596
450	9000	190576
451	9020	190551
452	9039	190509
453	9059	190494
454	9079	190470
455	9101	190498
456	9120	190461
457	9142	190465
458	9161	190435
459	9180	190398
460	9199	190358
461	9219	190333
462	9240	190344
463	9260	190314
464	9279	190284
465	9299	190251
466	9316	190186
467	9334	190129
468	9354	190106
469	9374	190080
470	9395	190075
471	9413	190018
472	9431	189957
473	9451	189953
474	9472	189943
475	9492	189924
476	9510	189877
477	9531	189865
478	9551	189852
479	9571	189833
480	9590	189796
481	9609	189765
482	9629	189732
483	9647	189687
484	9666	189645
485	9684	189590
486	9702	189520
487	9720	189473
488	9739	189425
489	9760	189431
490	9780	189407
491	9798	189363
492	9818	189338
493	9838	189312
494	9857	189292
495	9877	189266
496	9897	189246
497	9917	189232
498	9938	189224
499	9956	189167
500	9976	189153
501	9996	189144
502	10016	189124
503	10036	189100
504	10054	189048
505	10072	188985
506	10091	188959
507	10111	188934
508	10130	188892
509	10150	188871
510	10167	188813
511	10187	188788
512	10206	188756
513	10225	188715
514	10245	188700
515	10265	188676
516	10284	188638
517	10303	188606
518	10322	188571
519	10341	188540
520	10362	188531
521	10381	188496
522	10401	188472
523	10419	188424
524	10438	188390
525	10457	188359
526	10475	188303
527	10493	188250
528	10512	188212
529	10532	188189
530	10551	188152
531	10570	188129
532	10590	188099
533	10609	188074
534	10628	188026
535	10647	188007
536	10667	187973
537	10686	187950
538	10703	187879
539	10722	187846
540	10739	187779
541	10759	187752
542	10776	187693
543	10796	187670
544	10815	187626
545	10836	187640
546	10856	187617
547	10876	187593
548	10895	187573
549	10914	187536
550	10934	187507
551	10953	187485
552	10973	187460
553	10993	187443
554	11011	187400
555	11032	187393
556	11051	187367
557	11071	187334
558	11090	187307
559	11108	187262
560	11131	187283
561	11149	187247
562	11169	187217
563	11189	187205
564	11209	187188
565	11228	187149
566	11245	187093
567	11265	187064
568	11285	187057
569	11304	187027
570	11324	186997
571	11343	186975
572	11363	186949
573	11384	186956
574	11404	186941
575	11426	186953
576	11445	186913
577	11466	186912
578	11484	186873
579	11504	186840
580	11522	186800
581	11543	186791
582	11564	186796
583	11584	186782
584	11603	186750
585	11621	186704
586	11642	186690
587	11660	186642
588	11679	186615
589	11698	186583
590	11717	186548
591	11734	186489
592	11754	186461
593	11774	186451
594	11795	186446
595	11813	186404
596	11832	186366
597	11852	186348
598	11871	186320
599	11890	186287
600	11910	186266
601	11929	186240
602	11947	186192
603	11968	186180
604	11985	186121
605	12004	186091
606	12024	186065
607	12044	186054
608	12064	186035
609	12093	186165
610	12118	186227
611	12144	186289
612	12166	186312
613	12186	186284
614	12206	186275
615	12225	186243
616	12246	186245
617	12265	186203
618	12284	186170
619	12304	186156
620	12324	186137
621	12343	186109
622	12363	186088
623	12382	186051
624	12401	186029
625	12420	185990
626	12439	185956
627	12458	185925
628	12477	185889
629	12495	185846
630	12513	185796
631	12532	185762
632	12550	185713
633	12568	185679
634	12588	185651
635	12606	185610
636	12626	185586
637	12645	185556
638	12663	185508
639	12682	185487
640	12701	185453
641	12719	185410
642	12739	185384
643	12758	185358
644	12777	185321
645	12796	185294
646	12816	185272
647	12833	185221
648	12854	185207
649	12873	185187
650	12893	185164
651	12914	185156
652	12934	185138
653	12952	185104
654	12978	185166
655	12996	185125
656	13017	185117
657	13037	185096
658	13056	185071
659	13076	185055
660	13097	185043
661	13115	185008
662	13135	184991
663	13155	184967
664	13175	184952
665	13194	184927
666	13214	184901
667	13234	184885
668	13253	184858
669	13273	184839
670	13293	184819
671	13312	184794
672	13331	184758
673	13350	184734
674	13369	184703
675	13390	184687
676	13408	184655
677	13427	184619
678	13446	184580
679	13465	184557
680	13485	184538
681	13505	184527
682	13526	184518
683	13546	184498
684	13564	184455
685	13583	184430
686	13602	184397
687	13620	184356
688	13640	184333
689	13660	184313
690	13680	184295
691	13699	184265
692	13717	184227
693	13735	184186
694	13754	184153
695	13772	184112
696	13792	184091
697	13813	184081
698	13832	184059
699	13852	184040
700	13869	183986
701	13888	183950
702	13907	183918
703	13926	183893
704	13945	183862
705	13963	183825
706	13982	183785
707	14000	183750
708	14019	183719
709	14038	183690
710	14056	183649
711	14082	183701
712	14104	183715
713	14123	183684
714	14142	183653
715	14161	183623
716	14180	183593
717	14200	183575
718	14219	183553
719	14240	183537
720	14258	183506
721	14278	183486
722	14296	183447
723	14315	183413
724	14332	183363
725	14352	183333
726	14370	183300
727	14389	183266
728	14408	183243
729	14427	183213
730	14446	183183
731	14465	183152
732	14484	183124
733	14504	183103
734	14521	183055
735	14540	183025
736	14559	182990
737	14578	182962
738	14598	182939
739	14615	182891
740	14633	182848
741	14651	182812
742	14671	182786
743	14690	182765
744	14709	182732
745	14729	182712
746	14747	182680
747	14767	182660
748	14785	182623
749	14804	182591
750	14824	182571
751	14844	182550
752	14863	182529
753	14882	182499
754	14901	182464
755	14919	182434
756	14939	182410
757	14959	182396
758	14977	182358
759	14996	182329
760	15016	182309
761	15034	182269
762	15055	182260
763	15085	182374
764	15112	182442
765	15138	182495
766	15165	182561
767	15194	182655
768	15215	182639
769	15234	182615
770	15254	182594
771	15272	182556
772	15290	182517
773	15310	182496
774	15329	182476
775	15348	182438
776	15367	182417
777	15386	182388
778	15406	182363
779	15425	182338
780	15444	182305
781	15463	182276
782	15483	182257
783	15501	182216
784	15519	182183
785	15537	182142
786	15556	182116
787	15575	182079
788	15594	182059
789	15614	182039
790	15633	182013
791	15652	181979
792	15670	181942
793	15690	181921
794	15709	181896
795	15728	181864
796	15748	181848
797	15767	181818
798	15786	181791
799	15810	181824
800	15834	181844
801	15853	181823
802	15872	181794
803	15892	181775
804	15912	181761
805	15932	181737
806	15951	181711
807	15970	181680
808	15987	181630
809	16006	181607
810	16026	181584
811	16045	181560
812	16071	181604
813	16095	181639
814	16121	181687
815	16142	181679
816	16161	181659
817	16180	181625
818	16200	181612
819	16219	181579
820	16237	181545
821	16256	181514
822	16276	181489
823	16294	181454
824	16318	181481
825	16337	181450
826	16359	181460
827	16380	181446
828	16399	181421
829	16418	181396
830	16437	181366
831	16457	181343
832	16475	181306
833	16494	181281
834	16513	181254
835	16534	181247
836	16553	181217
837	16572	181191
838	16592	181175
839	16612	181160
840	16632	181140
841	16652	181125
842	16672	181100
843	16692	181083
844	16711	181056
845	16730	181026
846	16749	180996
847	16768	180975
848	16788	180951
849	16806	180918
850	16826	180898
851	16845	180869
852	16863	180834
853	16882	180804
854	16901	180774
855	16920	180744
856	16938	180715
857	16957	180678
858	16976	180654
859	16996	180634
860	17014	180599
861	17033	180568
862	17058	180602
863	17082	180627
864	17103	180620
865	17122	180599
866	17140	180560
867	17159	180530
868	17179	180517
869	17199	180493
870	17218	180465
871	17237	180438
872	17256	180416
873	17275	180388
874	17294	180358
875	17312	180320
876	17331	180291
877	17351	180278
878	17372	180266
879	17392	180253
880	17412	180236
881	17433	180225
882	17452	180197
883	17472	180180
884	17491	180156
885	17511	180133
886	17529	180100
887	17547	180060
888	17566	180031
889	17586	180012
890	17605	179991
891	17625	179969
892	17644	179945
893	17664	179920
894	17684	179904
895	17703	179880
896	17723	179863
897	17743	179841
898	17764	179834
899	17784	179816
900	17805	179810
901	17823	179774
902	17843	179760
903	17861	179724
904	17882	179715
905	17901	179691
906	17921	179672
907	17941	179650
908	17959	179616
909	17979	179593
910	17998	179569
911	18017	179547
912	18039	179544
913	18066	179602
914	18087	179587
915	18105	179556
916	18125	179531
917	18144	179507
918	18164	179494
919	18183	179461
920	18202	179431
921	18220	179401
922	18240	179378
923	18259	179358
924	18279	179337
925	18300	179329
926	18319	179301
927	18339	179285
928	18358	179260
929	18379	179247
930	18398	179220
931	18418	179203
932	18437	179180
933	18456	179146
934	18475	179123
935	18494	179092
936	18511	179053
937	18530	179027
938	18551	179011
939	18569	178981
940	18589	178963
941	18608	178936
942	18626	178901
943	18647	178885
944	18664	178847
945	18685	178832
946	18704	178806
947	18723	178786
948	18744	178776
949	18762	178741
950	18783	178726
951	18802	178701
952	18822	178682
953	18841	178661
954	18861	178640
955	18881	178624
956	18900	178593
957	18920	178581
958	18940	178559
959	18959	178532
960	18977	178501
961	18996	178473
962	19017	178465
963	19036	178439
964	19055	178414
965	19077	178412
966	19097	178395
967	19116	178364
968	19136	178353
969	19156	178329
970	19174	178299
971	19193	178270
972	19213	178251
973	19233	178232
974	19253	178220
975	19273	178196
976	19294	178195
977	19312	178157
978	19330	178121
979	19349	178094
980	19369	178072
981	19389	178056
982	19408	178029
983	19427	178008
984	19447	177989
985	19465	177956
986	19484	177930
987	19505	177914
988	19525	177902
989	19545	177881
990	19562	177843
991	19581	177815
992	19600	177786
993	19619	177758
994	19638	177736
995	19657	177711
996	19677	177685
997	19698	177677
998	19717	177655
999	19736	177631
1000	19755	177604
1001	19774	177574
1002	19793	177548
1003	19812	177518
1004	19830	177489
1005	19849	177457
1006	19867	177427
1007	19886	177403
1008	19905	177373
1009	19925	177355
1010	19944	177327
1011	19962	177296
1012	19982	177278
1013	20002	177258
1014	20020	177226
1015	20045	177252
1016	20070	177283
1017	20094	177301
1018	20113	177272
1019	20131	177237
1020	20152	177227
1021	20171	177200
1022	20190	177172
1023	20210	177157
1024	20230	177140
1025	20249	177111
1026	20268	177085
1027	20286	177052
1028	20304	177014
1029	20322	176982
1030	20342	176969
1031	20360	176932
1032	20380	176910
1033	20399	176885
1034	20419	176871
1035	20438	176846
1036	20457	176821
1037	20477	176797
1038	20495	176767
1039	20513	176730
1040	20532	176709
1041	20552	176691
1042	20573	176676
1043	20593	176664
1044	20613	176647
1045	20631	176613
1046	20651	176594
1047	20670	176570
1048	20689	176543
1049	20708	176519
1050	20728	176498
1051	20748	176476
1052	20768	176459
1053	20786	176432
1054	20806	176410
1055	20826	176390
1056	20844	176361
1057	20864	176340
1058	20882	176308
1059	20901	176280
1060	20919	176248
1061	20939	176229
1062	20959	176212
1063	20976	176174
1064	20997	176162
1065	21017	176146
1066	21039	176142
1067	21058	176122
1068	21077	176090
1069	21097	176077
1070	21115	176042
1071	21133	176010
1072	21155	176002
1073	21173	175970
1074	21193	175955
1075	21211	175921
1076	21229	175890
1077	21248	175863
1078	21267	175837
1079	21287	175818
1080	21307	175800
1081	21327	175783
1082	21346	175755
1083	21365	175734
1084	21383	175703
1085	21402	175670
1086	21421	175650
1087	21441	175628
1088	21459	175597
1089	21478	175572
1090	21498	175557
1091	21519	175543
1092	21538	175516
1093	21557	175498
1094	21577	175477
1095	21598	175467
1096	21617	175441
1097	21636	175421
1098	21657	175404
1099	21675	175377
1100	21694	175347
1101	21713	175325
1102	21731	175291
1103	21750	175264
1104	21771	175253
1105	21790	175227
1106	21809	175208
1107	21829	175188
1108	21848	175164
1109	21867	175136
1110	21887	175115
1111	21904	175082
1112	21923	175057
1113	21944	175042
1114	21963	175016
1115	21982	174996
1116	22002	174977
1117	22023	174963
1118	22042	174943
1119	22062	174926
1120	22081	174900
1121	22100	174875
1122	22120	174855
1123	22140	174835
1124	22159	174811
1125	22179	174795
1126	22198	174771
1127	22218	174750
1128	22238	174737
1129	22258	174719
1130	22277	174693
1131	22296	174666
1132	22314	174635
1133	22332	174605
1134	22352	174587
1135	22371	174558
1136	22390	174538
1137	22409	174507
1138	22428	174486
1139	22447	174459
1140	22465	174426
1141	22483	174396
1142	22504	174384
1143	22523	174359
1144	22543	174341
1145	22563	174322
1146	22582	174303
1147	22602	174282
1148	22622	174262
1149	22641	174243
1150	22661	174221
1151	22680	174200
1152	22699	174175
1153	22718	174151
1154	22737	174121
1155	22754	174086
1156	22774	174068
1157	22793	174039
1158	22811	174012
1159	22837	174039
1160	22857	174016
1161	22875	173991
1162	22894	173961
1163	22912	173933
1164	22932	173909
1165	22951	173889
1166	22971	173871
1167	22989	173839
1168	23010	173827
1169	23028	173799
1170	23047	173774
1171	23066	173748
1172	23084	173714
1173	23103	173690
1174	23121	173660
1175	23140	173635
1176	23160	173614
1177	23179	173589
1178	23198	173567
1179	23216	173534
1180	23235	173508
1181	23254	173485
1182	23274	173463
1183	23293	173445
1184	23313	173427
1185	23333	173404
1186	23351	173377
1187	23369	173345
1188	23388	173319
1189	23408	173298
1190	23425	173264
1191	23445	173241
1192	23463	173215
1193	23482	173187
1194	23500	173160
1195	23519	173134
1196	23538	173106
1197	23556	173078
1198	23575	173051
1199	23594	173028
1200	23615	173013
1201	23634	172989
1202	23653	172970
1203	23673	172947
1204	23692	172926
1205	23710	172897
1206	23731	172881
1207	23749	172854
1208	23768	172825
1209	23787	172803
1210	23806	172776
1211	23824	172749
1212	23843	172723
1213	23861	172693
1214	23880	172664
1215	23899	172643
1216	23917	172609
1217	23937	172591
1218	23955	172562
1219	23975	172544
1220	23993	172512
1221	24015	172510
1222	24035	172494
1223	24054	172469
1224	24073	172442
1225	24091	172415
1226	24112	172399
1227	24132	172388
1228	24152	172368
1229	24171	172342
1230	24190	172318
1231	24209	172296
1232	24229	172277
1233	24247	172248
1234	24267	172230
1235	24286	172207
1236	24305	172179
1237	24324	172158
1238	24343	172136
1239	24363	172113
1240	24382	172093
1241	24401	172067
1242	24421	172049
1243	24441	172031
1244	24460	172009
1245	24480	171995
1246	24499	171969
1247	24518	171943
1248	24536	171910
1249	24554	171880
1250	24574	171863
1251	24593	171843
1252	24612	171817
1253	24631	171790
1254	24652	171784
1255	24671	171757
1256	24691	171739
1257	24711	171720
1258	24731	171704
1259	24750	171679
1260	24769	171657
1261	24788	171636
1262	24807	171608
1263	24827	171591
1264	24846	171569
1265	24863	171532
1266	24882	171504
1267	24901	171484
1268	24920	171455
1269	24938	171426
1270	24957	171406
1271	24976	171381
1272	24996	171364
1273	25016	171348
1274	25034	171317
1275	25053	171291
1276	25073	171275
1277	25094	171261
1278	25113	171238
1279	25133	171222
1280	25152	171200
1281	25171	171173
1282	25190	171152
1283	25211	171141
1284	25229	171108
1285	25247	171078
1286	25266	171056
1287	25284	171024
1288	25302	170991
1289	25321	170966
1290	25340	170944
1291	25359	170922
1292	25375	170878
1293	25393	170845
1294	25412	170820
1295	25432	170803
1296	25451	170781
1297	25470	170759
1298	25489	170735
1299	25508	170710
1300	25528	170693
1301	25547	170667
1302	25565	170641
1303	25586	170627
1304	25605	170607
1305	25625	170588
1306	25645	170569
1307	25664	170545
1308	25681	170510
1309	25701	170491
1310	25720	170468
1311	25739	170447
1312	25758	170424
1313	25778	170407
1314	25797	170379
1315	25816	170358
1316	25835	170335
1317	25853	170306
1318	25872	170277
1319	25890	170252
1320	25910	170232
1321	25931	170221
1322	25952	170208
1323	25972	170197
1324	25993	170182
1325	26012	170160
1326	26032	170145
1327	26052	170124
1328	26070	170097
1329	26088	170068
1330	26107	170044
1331	26128	170029
1332	26145	169997
1333	26165	169976
1334	26182	169943
1335	26201	169918
1336	26220	169895
1337	26239	169870
1338	26257	169839
1339	26275	169808
1340	26296	169798
1341	26314	169767
1342	26334	169752
1343	26353	169732
1344	26372	169705
1345	26389	169671
1346	26408	169642
1347	26427	169620
1348	26448	169613
1349	26468	169593
1350	26487	169573
1351	26505	169542
1352	26524	169514
1353	26543	169494
1354	26562	169468
1355	26581	169449
1356	26600	169424
1357	26619	169399
1358	26636	169363
1359	26655	169340
1360	26676	169327
1361	26695	169305
1362	26714	169283
1363	26733	169257
1364	26752	169235
1365	26771	169211
1366	26790	169189
1367	26809	169166
1368	26828	169144
1369	26847	169121
1370	26867	169101
1371	26885	169072
1372	26905	169057
1373	26926	169042
1374	26945	169021
1375	26965	169004
1376	26988	169005
1377	27013	169018
1378	27037	169031
1379	27061	169033
1380	27079	169006
1381	27098	168983
1382	27117	168961
1383	27136	168936
1384	27155	168915
1385	27175	168893
1386	27194	168870
1387	27213	168852
1388	27234	168835
1389	27253	168811
1390	27271	168782
1391	27290	168763
1392	27309	168736
1393	27329	168722
1394	27348	168695
1395	27367	168673
1396	27386	168653
1397	27408	168646
1398	27428	168626
1399	27445	168594
1400	27465	168573
1401	27483	168547
1402	27502	168523
1403	27522	168506
1404	27541	168482
1405	27561	168464
1406	27580	168440
1407	27598	168414
1408	27617	168388
1409	27635	168360
1410	27654	168337
1411	27674	168317
1412	27693	168298
1413	27712	168271
1414	27730	168245
1415	27748	168216
1416	27767	168189
1417	27787	168175
1418	27806	168152
1419	27826	168134
1420	27845	168111
1421	27864	168090
1422	27883	168064
1423	27901	168038
1424	27920	168012
1425	27939	167990
1426	27959	167973
1427	27979	167956
1428	27998	167929
1429	28016	167905
1430	28036	167884
1431	28055	167861
1432	28075	167844
1433	28095	167826
1434	28113	167801
1435	28132	167776
1436	28151	167750
1437	28167	167712
1438	28187	167693
1439	28205	167668
1440	28223	167639
1441	28243	167617
1442	28261	167593
1443	28281	167576
1444	28302	167563
1445	28321	167540
1446	28341	167520
1447	28359	167494
1448	28378	167470
1449	28396	167440
1450	28415	167416
1451	28435	167399
1452	28453	167373
1453	28472	167348
1454	28492	167333
1455	28510	167306
1456	28532	167295
1457	28551	167275
1458	28570	167254
1459	28590	167233
1460	28608	167203
1461	28626	167179
1462	28645	167156
1463	28664	167133
1464	28682	167104
1465	28702	167084
1466	28720	167058
1467	28739	167036
1468	28759	167015
1469	28778	166994
1470	28797	166968
1471	28815	166941
1472	28834	166916
1473	28852	166891
1474	28873	166876
1475	28891	166849
1476	28909	166824
1477	28929	166802
1478	28947	166774
1479	28966	166751
1480	28986	166734
1481	29005	166710
1482	29022	166681
1483	29040	166651
1484	29060	166634
1485	29080	166615
1486	29099	166592
1487	29118	166570
1488	29137	166549
1489	29158	166537
1490	29177	166511
1491	29197	166496
1492	29215	166469
1493	29234	166446
1494	29253	166422
1495	29272	166398
1496	29290	166368
1497	29309	166345
1498	29326	166313
1499	29346	166297
1500	29366	166280
1501	29385	166259
1502	29406	166243
1503	29425	166222
1504	29444	166198
1505	29462	166172
1506	29481	166151
1507	29504	166148
1508	29524	166130
1509	29543	166108
1510	29561	166081
1511	29580	166055
1512	29600	166040
1513	29619	166018
1514	29639	165998
1515	29659	165985
1516	29679	165964
1517	29698	165945
1518	29716	165918
1519	29735	165892
1520	29754	165869
1521	29773	165848
1522	29792	165825
1523	29811	165804
1524	29831	165783
1525	29850	165764
1526	29870	165744
1527	29890	165730
1528	29910	165710
1529	29929	165687
1530	29947	165657
1531	29968	165649
1532	29997	165683
1533	30019	165673
1534	30039	165658
1535	30058	165634
1536	30077	165611
1537	30098	165598
1538	30115	165568
1539	30134	165546
1540	30154	165528
1541	30173	165504
1542	30192	165482
1543	30212	165466
1544	30230	165438
1545	30251	165423
1546	30271	165409
1547	30291	165388
1548	30311	165370
1549	30330	165348
1550	30348	165321
1551	30367	165297
1552	30386	165278
1553	30406	165260
1554	30425	165237
1555	30444	165216
1556	30463	165192
1557	30482	165167
1558	30502	165149
1559	30520	165124
1560	30539	165099
1561	30557	165074
1562	30576	165052
1563	30596	165033
1564	30614	165006
1565	30633	164982
1566	30652	164958
1567	30672	164941
1568	30692	164924
1569	30711	164904
1570	30730	164878
1571	30748	164850
1572	30768	164832
1573	30789	164822
1574	30808	164802
1575	30828	164783
1576	30846	164754
1577	30865	164733
1578	30884	164712
1579	30904	164692
1580	30921	164662
1581	30941	164645
1582	30963	164639
1583	30988	164643
1584	31013	164654
1585	31045	164702
1586	31069	164707
1587	31096	164724
1588	31187	165082
1589	31249	165285
1590	31319	165533
1591	31354	165596
1592	31377	165591
1593	31402	165600
1594	31449	165726
1595	31477	165752
1596	31507	165782
1597	31529	165777
1598	31549	165756
1599	31568	165733
1600	31587	165710
1601	31606	165689
1602	31626	165668
1603	31645	165643
1604	31664	165624
1605	31684	165604
1606	31702	165577
1607	31721	165550
1608	31741	165534
1609	31760	165512
1610	31780	165489
1611	31798	165462
1612	31818	165443
1613	31837	165421
1614	31857	165401
1615	31876	165377
1616	31896	165361
1617	31916	165341
1618	31936	165326
1619	31957	165312
1620	31984	165329
1621	32007	165326
1622	32027	165306
1623	32047	165288
1624	32066	165265
1625	32085	165241
1626	32104	165217
1627	32122	165192
1628	32141	165168
1629	32161	165146
1630	32180	165125
1631	32199	165100
1632	32217	165074
1633	32236	165048
1634	32256	165029
1635	32276	165010
1636	32295	164986
1637	32314	164967
1638	32333	164944
1639	32352	164920
1640	32372	164901
1641	32391	164876
1642	32410	164852
1643	32429	164832
1644	32449	164813
1645	32468	164789
1646	32487	164765
1647	32505	164735
1648	32524	164713
1649	32543	164690
1650	32563	164670
1651	32582	164646
1652	32601	164627
1653	32621	164604
1654	32639	164577
1655	32658	164554
1656	32676	164528
1657	32696	164505
1658	32716	164489
1659	32734	164463
1660	32753	164437
1661	32770	164406
1662	32790	164387
1663	32810	164369
1664	32830	164348
1665	32848	164322
1666	32867	164297
1667	32885	164271
