iter	Passed	Remaining
1668	32905	164249
1669	32924	164229
1670	32943	164206
1671	32965	164198
1672	32986	164181
1673	33003	164152
1674	33021	164121
1675	33038	164090
1676	33059	164075
1677	33078	164050
1678	33098	164031
1679	33116	164004
1680	33133	163974
1681	33152	163949
1682	33172	163928
1683	33191	163906
1684	33210	163884
1685	33229	163861
1686	33248	163840
1687	33268	163820
1688	33287	163798
1689	33307	163776
1690	33327	163759
1691	33347	163742
1692	33366	163717
1693	33384	163691
1694	33403	163664
1695	33422	163642
1696	33440	163617
1697	33459	163592
1698	33479	163574
1699	33499	163556
1700	33519	163536
1701	33539	163517
1702	33559	163501
1703	33579	163481
1704	33597	163455
1705	33616	163430
1706	33636	163412
1707	33656	163393
1708	33674	163366
1709	33692	163339
1710	33711	163316
1711	33730	163292
1712	33749	163268
1713	33767	163243
1714	33786	163218
1715	33807	163205
1716	33827	163187
1717	33847	163168
1718	33866	163146
1719	33886	163128
1720	33906	163111
1721	33926	163089
1722	33946	163074
1723	33965	163051
1724	33984	163028
1725	34003	163003
1726	34022	162979
1727	34041	162957
1728	34061	162937
1729	34081	162922
1730	34100	162897
1731	34120	162881
1732	34138	162854
1733	34158	162832
1734	34177	162810
1735	34196	162790
1736	34216	162770
1737	34236	162752
1738	34257	162736
1739	34276	162714
1740	34297	162700
1741	34317	162680
1742	34335	162657
1743	34355	162638
1744	34374	162612
1745	34393	162590
1746	34411	162565
1747	34431	162544
1748	34452	162529
1749	34472	162512
1750	34491	162487
1751	34511	162472
1752	34530	162449
1753	34549	162428
1754	34569	162406
1755	34589	162387
1756	34608	162367
1757	34627	162344
1758	34647	162326
1759	34666	162303
1760	34686	162284
1761	34704	162257
1762	34722	162230
1763	34741	162205
1764	34760	162183
1765	34779	162158
1766	34797	162131
1767	34816	162109
1768	34835	162085
1769	34853	162060
1770	34873	162041
1771	34891	162012
1772	34910	161990
1773	34927	161960
1774	34951	161958
1775	34976	161962
1776	34999	161959
1777	35021	161948
1778	35039	161923
1779	35058	161898
1780	35077	161877
1781	35097	161857
1782	35116	161835
1783	35135	161813
1784	35154	161791
1785	35174	161771
1786	35193	161747
1787	35212	161725
1788	35231	161704
1789	35250	161681
1790	35270	161660
1791	35290	161641
1792	35313	161636
1793	35334	161623
1794	35353	161600
1795	35372	161580
1796	35391	161558
1797	35411	161539
1798	35430	161515
1799	35450	161495
1800	35468	161469
1801	35488	161449
1802	35507	161428
1803	35526	161407
1804	35545	161384
1805	35566	161367
1806	35585	161343
1807	35604	161324
1808	35622	161297
1809	35642	161277
1810	35661	161253
1811	35680	161230
1812	35697	161199
1813	35716	161175
1814	35734	161150
1815	35753	161124
1816	35772	161104
1817	35791	161083
1818	35811	161062
1819	35830	161041
1820	35849	161016
1821	35868	160993
1822	35887	160971
1823	35906	160948
1824	35924	160923
1825	35946	160912
1826	35966	160894
1827	35984	160868
1828	36003	160846
1829	36022	160820
1830	36041	160800
1831	36061	160779
1832	36080	160757
1833	36099	160736
1834	36122	160731
1835	36141	160709
1836	36161	160689
1837	36181	160670
1838	36199	160646
1839	36218	160619
1840	36237	160599
1841	36255	160572
1842	36275	160551
1843	36293	160527
1844	36312	160502
1845	36331	160480
1846	36349	160452
1847	36367	160425
1848	36386	160403
1849	36404	160376
1850	36423	160353
1851	36442	160330
1852	36461	160307
1853	36480	160286
1854	36499	160263
1855	36518	160239
1856	36537	160216
1857	36555	160193
1858	36575	160172
1859	36595	160154
1860	36613	160129
1861	36633	160107
1862	36651	160083
1863	36670	160059
1864	36690	160040
1865	36708	160015
1866	36729	160001
1867	36748	159977
1868	36766	159950
1869	36784	159925
1870	36804	159904
1871	36829	159910
1872	36848	159888
1873	36868	159868
1874	36886	159841
1875	36905	159819
1876	36927	159809
1877	36945	159781
1878	36964	159760
1879	36984	159741
1880	37003	159720
1881	37023	159700
1882	37043	159680
1883	37063	159662
1884	37081	159636
1885	37101	159618
1886	37120	159596
1887	37139	159573
1888	37157	159547
1889	37177	159529
1890	37197	159510
1891	37216	159486
1892	37235	159465
1893	37253	159439
1894	37272	159414
1895	37292	159395
1896	37313	159382
1897	37333	159364
1898	37352	159341
1899	37371	159320
1900	37389	159294
1901	37408	159271
1902	37427	159249
1903	37446	159226
1904	37465	159202
1905	37484	159182
1906	37503	159157
1907	37521	159134
1908	37541	159113
1909	37560	159090
1910	37579	159066
1911	37598	159045
1912	37617	159023
1913	37635	158998
1914	37655	158977
1915	37674	158955
1916	37692	158930
1917	37710	158901
1918	37730	158883
1919	37750	158867
1920	37771	158851
1921	37789	158824
1922	37807	158800
1923	37827	158781
1924	37845	158755
1925	37864	158730
1926	37884	158715
1927	37904	158695
1928	37925	158682
1929	37944	158660
1930	37964	158639
1931	37984	158623
1932	38004	158606
1933	38024	158584
1934	38043	158561
1935	38063	158544
1936	38082	158524
1937	38102	158504
1938	38121	158481
1939	38140	158458
1940	38159	158437
1941	38178	158417
1942	38198	158398
1943	38218	158377
1944	38237	158355
1945	38257	158336
1946	38275	158312
1947	38295	158292
1948	38314	158272
1949	38334	158251
1950	38353	158230
1951	38372	158206
1952	38391	158185
1953	38410	158164
1954	38429	158142
1955	38448	158120
1956	38467	158096
1957	38488	158080
1958	38505	158053
1959	38525	158034
1960	38544	158012
1961	38565	157996
1962	38585	157977
1963	38603	157952
1964	38622	157930
1965	38642	157910
1966	38661	157890
1967	38680	157868
1968	38700	157849
1969	38719	157827
1970	38737	157801
1971	38755	157773
1972	38775	157753
1973	38795	157735
1974	38813	157711
1975	38831	157682
1976	38850	157661
1977	38867	157632
1978	38885	157604
1979	38904	157581
1980	38929	157586
1981	38954	157588
1982	38978	157584
1983	39001	157577
1984	39019	157554
1985	39038	157528
1986	39057	157506
1987	39076	157483
1988	39094	157460
1989	39114	157440
1990	39133	157417
1991	39152	157396
1992	39173	157381
1993	39193	157364
1994	39213	157345
1995	39232	157323
1996	39249	157294
1997	39269	157273
1998	39289	157255
1999	39309	157239
2000	39328	157215
2001	39347	157192
2002	39365	157167
2003	39385	157148
2004	39403	157122
2005	39422	157100
2006	39440	157075
2007	39459	157052
2008	39480	157036
2009	39498	157012
2010	39516	156985
2011	39535	156962
2012	39555	156945
2013	39574	156923
2014	39592	156897
2015	39612	156877
2016	39630	156853
2017	39649	156829
2018	39668	156807
2019	39687	156786
2020	39707	156768
2021	39726	156743
2022	39745	156721
2023	39764	156701
2024	39783	156678
2025	39805	156668
2026	39824	156644
2027	39844	156626
2028	39863	156604
2029	39882	156581
2030	39901	156559
2031	39920	156539
2032	39940	156522
2033	39959	156499
2034	39979	156480
2035	39999	156460
2036	40019	156443
2037	40038	156420
2038	40057	156400
2039	40076	156378
2040	40096	156358
2041	40115	156337
2042	40134	156313
2043	40152	156288
2044	40169	156258
2045	40188	156237
2046	40207	156213
2047	40227	156196
2048	40246	156173
2049	40265	156151
2050	40284	156130
2051	40303	156107
2052	40323	156088
2053	40342	156065
2054	40361	156044
2055	40380	156023
2056	40400	156003
2057	40419	155983
2058	40437	155955
2059	40456	155933
2060	40475	155911
2061	40494	155891
2062	40514	155872
2063	40534	155853
2064	40554	155833
2065	40573	155814
2066	40593	155794
2067	40612	155771
2068	40630	155748
2069	40649	155723
2070	40667	155697
2071	40686	155675
2072	40705	155655
2073	40723	155630
2074	40742	155606
2075	40762	155587
2076	40780	155561
2077	40799	155540
2078	40817	155513
2079	40835	155487
2080	40854	155466
2081	40873	155445
2082	40892	155421
2083	40912	155403
2084	40932	155386
2085	40951	155366
2086	40971	155344
2087	40991	155327
2088	41010	155305
2089	41030	155285
2090	41048	155261
2091	41066	155235
2092	41085	155213
2093	41104	155190
2094	41123	155169
2095	41141	155142
2096	41159	155118
2097	41178	155097
2098	41198	155079
2099	41218	155060
2100	41237	155039
2101	41255	155014
2102	41275	154993
2103	41294	154973
2104	41312	154946
2105	41331	154925
2106	41351	154905
2107	41370	154884
2108	41389	154864
2109	41409	154843
2110	41429	154825
2111	41447	154800
2112	41465	154775
2113	41484	154751
2114	41503	154729
2115	41522	154709
2116	41544	154696
2117	41563	154676
2118	41584	154661
2119	41604	154641
2120	41622	154618
2121	41641	154596
2122	41660	154574
2123	41679	154552
2124	41697	154527
2125	41717	154508
2126	41738	154491
2127	41758	154473
2128	41776	154450
2129	41794	154425
2130	41815	154408
2131	41835	154390
2132	41855	154372
2133	41873	154348
2134	41893	154329
2135	41913	154310
2136	41932	154290
2137	41951	154267
2138	41970	154246
2139	41991	154229
2140	42009	154206
2141	42029	154188
2142	42049	154167
2143	42067	154144
2144	42087	154123
2145	42107	154105
2146	42126	154085
2147	42145	154061
2148	42165	154043
2149	42182	154015
2150	42200	153991
2151	42219	153965
2152	42237	153943
2153	42255	153917
2154	42276	153901
2155	42295	153881
2156	42315	153860
2157	42333	153838
2158	42354	153820
2159	42374	153802
2160	42392	153779
2161	42413	153763
2162	42434	153747
2163	42452	153724
2164	42472	153705
2165	42490	153679
2166	42509	153658
2167	42529	153639
2168	42548	153619
2169	42569	153602
2170	42588	153582
2171	42607	153559
2172	42625	153534
2173	42644	153511
2174	42663	153489
2175	42683	153471
2176	42703	153452
2177	42722	153431
2178	42739	153404
2179	42759	153383
2180	42777	153360
2181	42796	153337
2182	42816	153319
2183	42835	153298
2184	42854	153276
2185	42874	153255
2186	42894	153238
2187	42912	153213
2188	42931	153193
2189	42950	153169
2190	42970	153153
2191	42990	153133
2192	43010	153114
2193	43027	153087
2194	43047	153068
2195	43065	153043
2196	43084	153019
2197	43101	152994
2198	43120	152971
2199	43139	152950
2200	43159	152932
2201	43179	152912
2202	43199	152895
2203	43220	152880
2204	43240	152863
2205	43261	152847
2206	43280	152825
2207	43300	152806
2208	43319	152784
2209	43337	152759
2210	43357	152740
2211	43375	152717
2212	43395	152697
2213	43415	152678
2214	43433	152656
2215	43452	152631
2216	43471	152611
2217	43490	152588
2218	43509	152566
2219	43528	152545
2220	43547	152525
2221	43566	152500
2222	43585	152480
2223	43604	152458
2224	43624	152440
2225	43644	152422
2226	43664	152402
2227	43683	152381
2228	43702	152362
2229	43721	152339
2230	43741	152319
2231	43759	152296
2232	43777	152270
2233	43798	152254
2234	43818	152236
2235	43837	152215
2236	43862	152214
2237	43885	152206
2238	43907	152194
2239	43931	152191
2240	43957	152194
2241	43981	152189
2242	43999	152165
2243	44017	152140
2244	44038	152123
2245	44058	152104
2246	44078	152086
2247	44096	152061
2248	44117	152045
2249	44135	152023
2250	44154	151999
2251	44174	151980
2252	44193	151962
2253	44213	151940
2254	44232	151919
2255	44251	151899
2256	44272	151884
2257	44292	151866
2258	44312	151845
2259	44330	151822
2260	44350	151804
2261	44369	151782
2262	44387	151757
2263	44405	151733
2264	44425	151714
2265	44444	151692
2266	44463	151668
2267	44483	151650
2268	44503	151635
2269	44522	151611
2270	44541	151590
2271	44561	151571
2272	44579	151546
2273	44598	151525
2274	44616	151500
2275	44635	151479
2276	44655	151460
2277	44674	151439
2278	44695	151421
2279	44714	151400
2280	44733	151381
2281	44752	151358
2282	44772	151339
2283	44793	151323
2284	44813	151305
2285	44830	151279
2286	44849	151256
2287	44867	151231
2288	44888	151216
2289	44906	151193
2290	44925	151171
2291	44944	151149
2292	44963	151128
2293	44983	151107
2294	45001	151083
2295	45021	151063
2296	45041	151045
2297	45060	151023
2298	45079	151004
2299	45099	150984
2300	45118	150962
2301	45137	150941
2302	45156	150921
2303	45175	150897
2304	45193	150873
2305	45214	150857
2306	45233	150837
2307	45253	150817
2308	45272	150795
2309	45290	150772
2310	45309	150751
2311	45328	150730
2312	45348	150711
2313	45366	150686
2314	45386	150667
2315	45406	150649
2316	45424	150623
2317	45443	150602
2318	45462	150582
2319	45481	150558
2320	45501	150542
2321	45520	150519
2322	45540	150500
2323	45559	150478
2324	45577	150454
2325	45596	150433
2326	45616	150413
2327	45634	150391
2328	45654	150371
2329	45674	150351
2330	45693	150332
2331	45712	150311
2332	45731	150287
2333	45751	150270
2334	45771	150251
2335	45788	150224
2336	45807	150201
2337	45827	150183
2338	45847	150167
2339	45866	150145
2340	45887	150127
2341	45907	150109
2342	45926	150089
2343	45945	150068
2344	45964	150046
2345	45983	150024
2346	46003	150005
2347	46022	149985
2348	46043	149970
2349	46062	149948
2350	46081	149925
2351	46104	149916
2352	46121	149890
2353	46141	149871
2354	46161	149853
2355	46180	149831
2356	46200	149812
2357	46219	149792
2358	46239	149773
2359	46258	149751
2360	46277	149729
2361	46296	149708
2362	46314	149683
2363	46332	149660
2364	46350	149634
2365	46368	149611
2366	46387	149589
2367	46406	149566
2368	46425	149545
2369	46445	149527
2370	46464	149506
2371	46483	149482
2372	46501	149460
2373	46521	149440
2374	46540	149418
2375	46558	149395
2376	46578	149376
2377	46597	149355
2378	46616	149334
2379	46635	149310
2380	46654	149290
2381	46673	149270
2382	46694	149252
2383	46713	149231
2384	46733	149214
2385	46753	149195
2386	46771	149171
2387	46791	149152
2388	46811	149135
2389	46831	149114
2390	46850	149094
2391	46872	149083
2392	46891	149060
2393	46911	149042
2394	46930	149021
2395	46948	148997
2396	46967	148974
2397	46987	148956
2398	47007	148938
2399	47026	148917
2400	47046	148897
2401	47065	148878
2402	47084	148857
2403	47104	148836
2404	47123	148815
2405	47142	148794
2406	47161	148774
2407	47180	148752
2408	47200	148734
2409	47221	148718
2410	47240	148698
2411	47262	148683
2412	47281	148663
2413	47300	148642
2414	47321	148625
2415	47340	148604
2416	47357	148577
2417	47376	148556
2418	47394	148533
2419	47414	148513
2420	47433	148490
2421	47452	148471
2422	47472	148451
2423	47491	148430
2424	47510	148409
2425	47530	148389
2426	47550	148372
2427	47570	148354
2428	47589	148333
2429	47608	148311
2430	47629	148296
2431	47648	148275
2432	47668	148257
2433	47688	148236
2434	47706	148213
2435	47724	148190
2436	47743	148168
2437	47762	148145
2438	47782	148128
2439	47802	148109
2440	47821	148087
2441	47841	148068
2442	47863	148056
2443	47889	148057
2444	47916	148060
2445	47940	148054
2446	47964	148049
2447	47990	148049
2448	48020	148061
2449	48045	148057
2450	48069	148052
2451	48090	148037
2452	48108	148013
2453	48128	147993
2454	48147	147971
2455	48167	147953
2456	48186	147932
2457	48205	147909
2458	48224	147888
2459	48244	147870
2460	48264	147852
2461	48284	147833
2462	48301	147807
2463	48317	147777
2464	48337	147757
2465	48357	147740
2466	48377	147720
2467	48396	147698
2468	48415	147676
2469	48433	147653
2470	48452	147632
2471	48471	147611
2472	48491	147592
2473	48509	147569
2474	48529	147548
2475	48547	147525
2476	48567	147505
2477	48585	147482
2478	48605	147464
2479	48625	147446
2480	48644	147424
2481	48664	147406
2482	48684	147386
2483	48702	147363
2484	48722	147342
2485	48742	147326
2486	48769	147328
2487	48788	147306
2488	48807	147285
2489	48827	147267
2490	48847	147247
2491	48872	147243
2492	48891	147224
2493	48911	147204
2494	48931	147187
2495	48951	147167
2496	48971	147148
2497	48990	147129
2498	49010	147111
2499	49029	147089
2500	49050	147073
2501	49070	147053
2502	49089	147032
2503	49107	147008
2504	49125	146983
2505	49144	146962
2506	49164	146945
2507	49183	146922
2508	49202	146900
2509	49220	146877
2510	49240	146858
2511	49259	146837
2512	49278	146815
2513	49299	146800
2514	49319	146783
2515	49337	146758
2516	49356	146737
2517	49375	146714
2518	49394	146692
2519	49414	146673
2520	49433	146653
2521	49452	146633
2522	49472	146613
2523	49492	146594
2524	49513	146578
2525	49531	146554
2526	49550	146533
2527	49568	146510
2528	49588	146491
2529	49606	146465
2530	49625	146445
2531	49646	146429
2532	49666	146410
2533	49686	146393
2534	49706	146374
2535	49726	146356
2536	49745	146334
2537	49766	146317
2538	49784	146295
2539	49803	146273
2540	49821	146249
2541	49841	146229
2542	49862	146214
2543	49881	146194
2544	49901	146175
2545	49920	146153
2546	49940	146135
2547	49960	146117
2548	49981	146100
2549	50000	146079
2550	50019	146058
2551	50037	146034
2552	50056	146013
2553	50074	145989
2554	50094	145971
2555	50114	145950
2556	50133	145930
2557	50153	145912
2558	50173	145893
2559	50191	145869
2560	50209	145845
2561	50228	145824
2562	50247	145802
2563	50266	145781
2564	50286	145762
2565	50306	145743
2566	50325	145721
2567	50344	145700
2568	50363	145680
2569	50382	145658
2570	50402	145640
2571	50421	145619
2572	50440	145597
2573	50461	145580
2574	50479	145558
2575	50498	145537
2576	50517	145515
2577	50537	145496
2578	50558	145479
2579	50577	145458
2580	50596	145437
2581	50614	145413
2582	50633	145392
2583	50652	145371
2584	50671	145349
2585	50691	145332
2586	50711	145313
2587	50730	145290
2588	50748	145268
2589	50767	145246
2590	50785	145221
2591	50805	145203
2592	50824	145181
2593	50847	145172
2594	50874	145174
2595	50900	145171
2596	50919	145150
2597	50939	145131
2598	50958	145110
2599	50978	145093
2600	50998	145073
2601	51016	145049
2602	51035	145029
2603	51055	145008
2604	51075	144990
2605	51093	144968
2606	51113	144948
2607	51133	144929
2608	51151	144905
2609	51171	144886
2610	51191	144868
2611	51209	144845
2612	51228	144823
2613	51247	144802
2614	51266	144782
2615	51285	144761
2616	51306	144742
2617	51325	144723
2618	51344	144700
2619	51362	144678
2620	51384	144665
2621	51404	144645
2622	51423	144624
2623	51442	144604
2624	51461	144582
2625	51481	144563
2626	51500	144541
2627	51519	144520
2628	51539	144502
2629	51559	144483
2630	51578	144463
2631	51597	144442
2632	51616	144421
2633	51635	144398
2634	51653	144376
2635	51674	144359
2636	51693	144338
2637	51713	144320
2638	51733	144300
2639	51752	144279
2640	51771	144259
2641	51790	144237
2642	51810	144218
2643	51829	144196
2644	51856	144198
2645	51880	144192
2646	51905	144186
2647	51931	144183
2648	51952	144169
2649	51972	144151
2650	51991	144129
2651	52012	144112
2652	52030	144088
2653	52050	144069
2654	52070	144050
2655	52089	144030
2656	52108	144009
2657	52127	143988
2658	52148	143971
2659	52167	143950
2660	52187	143931
2661	52206	143911
2662	52226	143892
2663	52244	143868
2664	52264	143849
2665	52284	143831
2666	52302	143806
2667	52321	143785
2668	52341	143767
2669	52361	143748
2670	52380	143728
2671	52400	143708
2672	52419	143686
2673	52438	143667
2674	52460	143652
2675	52480	143635
2676	52498	143611
2677	52520	143598
2678	52541	143581
2679	52563	143567
2680	52581	143546
2681	52602	143528
2682	52621	143507
2683	52639	143483
2684	52659	143466
2685	52679	143447
2686	52698	143425
2687	52717	143403
2688	52736	143383
2689	52756	143364
2690	52776	143346
2691	52795	143324
2692	52814	143304
2693	52835	143287
2694	52854	143266
2695	52873	143245
2696	52894	143230
2697	52913	143208
2698	52934	143191
2699	52954	143172
2700	52973	143152
2701	52992	143130
2702	53011	143108
2703	53030	143087
2704	53049	143066
2705	53069	143047
2706	53088	143027
2707	53108	143007
2708	53129	142993
2709	53148	142970
2710	53167	142950
2711	53187	142931
2712	53206	142911
2713	53225	142888
2714	53244	142868
2715	53264	142850
2716	53283	142826
2717	53301	142804
2718	53319	142778
2719	53337	142755
2720	53356	142733
2721	53373	142709
2722	53392	142688
2723	53411	142664
2724	53430	142644
2725	53449	142623
2726	53469	142604
2727	53488	142583
2728	53508	142564
2729	53527	142544
2730	53547	142525
2731	53568	142508
2732	53587	142487
2733	53606	142466
2734	53625	142446
2735	53644	142424
2736	53664	142405
2737	53684	142386
2738	53703	142365
2739	53721	142343
2740	53740	142321
2741	53760	142301
2742	53780	142284
2743	53799	142263
2744	53819	142244
2745	53847	142246
2746	53870	142236
2747	53897	142236
2748	53923	142232
2749	53944	142216
2750	53962	142192
2751	53980	142170
2752	54000	142152
2753	54021	142133
2754	54040	142114
2755	54060	142093
2756	54078	142072
2757	54098	142052
2758	54117	142031
2759	54137	142011
2760	54156	141991
2761	54176	141971
2762	54194	141950
2763	54213	141929
2764	54231	141904
2765	54251	141884
2766	54269	141862
2767	54290	141844
2768	54309	141824
2769	54328	141803
2770	54346	141778
2771	54364	141756
2772	54384	141736
2773	54404	141717
2774	54424	141699
2775	54442	141676
2776	54462	141658
2777	54483	141641
2778	54502	141620
2779	54521	141598
2780	54540	141578
2781	54560	141558
2782	54578	141535
2783	54597	141513
2784	54616	141491
2785	54633	141465
2786	54651	141443
2787	54671	141423
2788	54690	141402
2789	54709	141382
2790	54728	141359
2791	54747	141340
2792	54766	141318
2793	54785	141298
2794	54805	141279
2795	54825	141261
2796	54844	141237
2797	54863	141217
2798	54882	141195
2799	54901	141175
2800	54921	141155
2801	54939	141134
2802	54958	141111
2803	54978	141094
2804	54998	141074
2805	55017	141054
2806	55037	141034
2807	55056	141013
2808	55077	140997
2809	55097	140978
2810	55116	140957
2811	55135	140937
2812	55154	140916
2813	55175	140899
2814	55194	140878
2815	55213	140856
2816	55233	140838
2817	55253	140819
2818	55272	140798
2819	55289	140773
2820	55312	140760
2821	55331	140740
2822	55351	140722
2823	55370	140700
2824	55389	140679
2825	55408	140659
2826	55429	140641
2827	55447	140618
2828	55464	140593
2829	55483	140571
2830	55502	140549
2831	55521	140529
2832	55539	140504
2833	55557	140482
2834	55576	140460
2835	55594	140438
2836	55613	140415
2837	55633	140396
2838	55652	140375
2839	55671	140354
2840	55690	140334
2841	55708	140310
2842	55727	140288
2843	55746	140266
2844	55766	140248
2845	55785	140227
2846	55805	140209
2847	55825	140191
2848	55845	140172
2849	55865	140152
2850	55885	140135
2851	55904	140112
2852	55923	140092
2853	55942	140072
2854	55960	140049
2855	55980	140029
2856	55998	140005
2857	56016	139983
2858	56035	139960
2859	56054	139939
2860	56072	139917
2861	56092	139897
2862	56111	139877
2863	56131	139858
2864	56149	139834
2865	56167	139811
2866	56188	139795
2867	56207	139775
2868	56226	139753
2869	56246	139734
2870	56266	139715
2871	56284	139693
2872	56302	139668
2873	56320	139645
2874	56340	139627
2875	56360	139606
2876	56378	139585
2877	56398	139565
2878	56417	139544
2879	56436	139524
2880	56455	139503
2881	56474	139481
2882	56493	139461
2883	56513	139442
2884	56532	139419
2885	56551	139399
2886	56570	139378
2887	56589	139358
2888	56609	139337
2889	56627	139316
2890	56646	139293
2891	56664	139271
2892	56683	139249
2893	56700	139223
2894	56720	139204
2895	56740	139186
2896	56758	139164
2897	56777	139142
2898	56796	139121
2899	56820	139111
2900	56843	139102
2901	56866	139090
2902	56890	139080
2903	56909	139060
2904	56928	139037
2905	56946	139016
2906	56964	138992
2907	56983	138970
2908	57002	138949
2909	57022	138929
2910	57041	138909
2911	57061	138892
2912	57080	138870
2913	57100	138851
2914	57119	138829
2915	57139	138811
2916	57158	138791
2917	57176	138768
2918	57195	138746
2919	57213	138724
2920	57233	138704
2921	57252	138683
2922	57270	138659
2923	57287	138634
2924	57306	138613
2925	57324	138590
2926	57344	138572
2927	57364	138552
2928	57383	138532
2929	57403	138512
2930	57422	138491
2931	57441	138471
2932	57461	138451
2933	57479	138429
2934	57499	138409
2935	57517	138387
2936	57536	138366
2937	57555	138344
2938	57574	138323
2939	57592	138301
2940	57611	138278
2941	57630	138257
2942	57649	138237
2943	57667	138213
2944	57686	138193
2945	57706	138174
2946	57725	138153
2947	57745	138133
2948	57764	138112
2949	57783	138093
2950	57804	138076
2951	57829	138069
2952	57851	138055
2953	57870	138034
2954	57888	138012
2955	57908	137993
2956	57927	137971
2957	57946	137950
2958	57966	137931
2959	57985	137910
2960	58003	137888
2961	58023	137869
2962	58043	137849
2963	58062	137829
2964	58080	137807
2965	58099	137786
2966	58118	137763
2967	58137	137743
2968	58156	137723
2969	58176	137703
2970	58194	137681
2971	58213	137659
2972	58232	137638
2973	58252	137619
2974	58271	137599
2975	58291	137580
2976	58310	137560
2977	58330	137540
2978	58350	137522
2979	58369	137500
2980	58389	137482
2981	58408	137462
2982	58429	137446
2983	58449	137427
2984	58467	137403
2985	58486	137383
2986	58507	137365
2987	58526	137345
2988	58543	137319
2989	58564	137302
2990	58584	137284
2991	58603	137262
2992	58621	137241
2993	58641	137221
2994	58660	137201
2995	58679	137180
2996	58699	137160
2997	58718	137139
2998	58738	137121
2999	58758	137102
3000	58777	137081
3001	58802	137076
3002	58830	137075
3003	58857	137072
3004	58880	137062
3005	58904	137051
3006	58926	137036
3007	58945	137017
3008	58965	136998
3009	58984	136978
3010	59003	136956
3011	59022	136935
3012	59041	136913
3013	59060	136893
3014	59078	136870
3015	59097	136850
3016	59117	136829
3017	59136	136808
3018	59154	136787
3019	59173	136764
3020	59191	136742
3021	59209	136718
3022	59227	136696
3023	59247	136676
3024	59265	136653
3025	59286	136636
3026	59305	136615
3027	59323	136592
3028	59343	136573
3029	59361	136552
3030	59380	136529
3031	59399	136509
3032	59417	136486
3033	59437	136467
3034	59455	136444
3035	59474	136424
3036	59494	136405
3037	59513	136382
3038	59531	136360
3039	59551	136342
3040	59569	136319
3041	59587	136295
3042	59606	136274
3043	59625	136254
3044	59644	136232
3045	59664	136213
3046	59684	136193
3047	59702	136171
3048	59721	136149
3049	59740	136129
3050	59759	136108
3051	59777	136086
3052	59801	136077
3053	59828	136074
3054	59847	136052
3055	59867	136032
3056	59886	136012
3057	59906	135993
3058	59925	135973
3059	59944	135952
3060	59964	135934
3061	59984	135915
3062	60003	135895
3063	60023	135875
3064	60042	135855
3065	60061	135833
3066	60079	135811
3067	60099	135791
3068	60117	135768
3069	60136	135748
3070	60155	135726
3071	60174	135706
3072	60193	135685
3073	60213	135666
3074	60233	135646
3075	60254	135631
3076	60274	135612
3077	60299	135606
3078	60318	135584
3079	60338	135565
3080	60359	135548
3081	60378	135527
3082	60397	135506
3083	60416	135487
3084	60436	135468
3085	60460	135458
3086	60481	135441
3087	60500	135420
3088	60520	135402
3089	60539	135380
3090	60558	135361
3091	60577	135340
3092	60597	135320
3093	60616	135298
3094	60634	135277
3095	60652	135254
3096	60676	135244
3097	60697	135227
3098	60715	135203
3099	60736	135187
3100	60756	135167
3101	60774	135144
3102	60798	135135
3103	60823	135129
3104	60851	135127
3105	60878	135124
3106	60903	135116
3107	60922	135096
3108	60940	135071
3109	60959	135051
3110	60978	135030
3111	61000	135016
3112	61019	134994
3113	61038	134974
3114	61057	134952
3115	61076	134933
3116	61096	134913
3117	61115	134893
3118	61134	134872
3119	61152	134849
3120	61170	134825
3121	61188	134803
3122	61208	134783
3123	61227	134764
3124	61247	134743
3125	61266	134723
3126	61285	134702
3127	61305	134683
3128	61323	134661
3129	61342	134639
3130	61362	134620
3131	61381	134600
3132	61399	134577
3133	61418	134557
3134	61437	134536
3135	61456	134515
3136	61474	134492
3137	61494	134472
3138	61514	134454
3139	61535	134436
3140	61554	134415
3141	61573	134395
3142	61592	134374
3143	61612	134354
3144	61631	134334
3145	61650	134314
3146	61668	134292
3147	61687	134270
3148	61706	134249
3149	61726	134229
3150	61745	134209
3151	61763	134187
3152	61784	134169
3153	61802	134146
3154	61821	134125
3155	61839	134102
3156	61857	134081
3157	61877	134062
3158	61897	134042
3159	61917	134024
3160	61937	134006
3161	61956	133984
3162	61973	133959
3163	61992	133938
3164	62010	133916
3165	62030	133896
3166	62049	133876
3167	62068	133855
3168	62087	133834
3169	62106	133813
3170	62125	133792
3171	62145	133774
3172	62166	133755
3173	62184	133734
3174	62203	133713
3175	62224	133695
3176	62243	133675
3177	62263	133656
3178	62281	133634
3179	62302	133617
3180	62321	133596
3181	62341	133576
3182	62359	133555
3183	62379	133535
3184	62397	133513
3185	62416	133491
3186	62436	133472
3187	62455	133453
3188	62473	133430
3189	62491	133407
3190	62511	133387
3191	62530	133366
3192	62548	133344
3193	62567	133323
3194	62587	133305
3195	62607	133285
3196	62625	133263
3197	62645	133243
3198	62665	133225
3199	62685	133206
3200	62703	133184
3201	62722	133163
3202	62741	133141
3203	62760	133121
3204	62781	133105
3205	62801	133085
3206	62820	133065
3207	62839	133044
3208	62858	133023
3209	62877	133001
3210	62896	132981
3211	62914	132959
3212	62935	132941
3213	62954	132920
3214	62972	132899
3215	62993	132881
3216	63012	132860
3217	63031	132839
3218	63050	132818
3219	63070	132800
3220	63094	132791
3221	63117	132778
