iter	RMSE
304	2.070872153
305	2.069222962
306	2.067353098
307	2.06584079
308	2.064729239
309	2.063228569
310	2.06148136
311	2.05965788
312	2.058319234
313	2.056344111
314	2.054521768
315	2.053025402
316	2.051434447
317	2.050041769
318	2.048601097
319	2.047360259
320	2.045464656
321	2.04365694
322	2.04202671
323	2.040792873
324	2.03931444
325	2.038632539
326	2.036987162
327	2.03562608
328	2.033885509
329	2.032728226
330	2.031409172
331	2.030113009
332	2.028682627
333	2.027486414
334	2.026274733
335	2.025141138
336	2.024206689
337	2.022882253
338	2.021795153
339	2.020994777
340	2.019733547
341	2.018475177
342	2.017398373
343	2.016281798
344	2.01533587
345	2.014222262
346	2.013257778
347	2.012044118
348	2.010677389
349	2.009439114
350	2.008617106
351	2.007622115
352	2.006342733
353	2.004973295
354	2.003846565
355	2.002840992
356	2.001900506
357	2.00083956
358	1.999800135
359	1.998768253
360	1.997724752
361	1.996813914
362	1.996011426
363	1.995324279
364	1.994279733
365	1.992692993
366	1.991094459
367	1.990217627
368	1.989543778
369	1.988325264
370	1.98733322
371	1.986335447
372	1.985518042
373	1.984760159
374	1.983558947
375	1.98267219
376	1.981759093
377	1.980854885
378	1.980225578
379	1.97940837
380	1.978367147
381	1.977640216
382	1.976721547
383	1.975766603
384	1.974592164
385	1.973752298
386	1.972690985
387	1.971949035
388	1.971362723
389	1.970458598
390	1.969844988
391	1.969353461
392	1.968359468
393	1.967386094
394	1.966615118
395	1.965691734
396	1.964774241
397	1.964335997
398	1.963053698
399	1.961922387
400	1.961056559
401	1.960319117
402	1.959707852
403	1.959067516
404	1.958322734
405	1.957387496
406	1.95655795
407	1.95584487
408	1.954766732
409	1.954125303
410	1.953111228
411	1.952390925
412	1.951783253
413	1.950884397
414	1.949828805
415	1.949545966
416	1.949077805
417	1.948312495
418	1.947632337
419	1.947082019
420	1.946102625
421	1.945350788
422	1.94441743
423	1.943704657
424	1.942674939
425	1.94205992
426	1.941541637
427	1.940761121
428	1.940380403
429	1.939464235
430	1.9388899
431	1.938377971
432	1.937705845
433	1.936982043
434	1.936002326
435	1.93527668
436	1.93471343
437	1.933855452
438	1.933044354
439	1.932757055
440	1.932122126
441	1.931294365
442	1.930655609
443	1.929988275
444	1.929434145
445	1.928559313
446	1.927786392
447	1.927079351
448	1.926250985
449	1.9253656
450	1.924880529
451	1.924017172
452	1.92339258
453	1.922890645
454	1.922165849
455	1.921854516
456	1.921181393
457	1.9206442
458	1.919971245
459	1.91928762
460	1.919047918
461	1.918480177
462	1.917764467
463	1.917366126
464	1.916791893
465	1.916278908
466	1.915489798
467	1.915003054
468	1.914550951
469	1.91396108
470	1.913367709
471	1.912283459
472	1.911567378
473	1.910953779
474	1.910390603
475	1.909958081
476	1.909404371
477	1.909018633
478	1.908441396
479	1.908126021
480	1.907550546
481	1.906819384
482	1.906091188
483	1.905286201
484	1.904729289
485	1.9041873
486	1.903725336
487	1.903148126
488	1.902499228
489	1.902070809
490	1.901261595
491	1.900506978
492	1.900140352
493	1.89976995
494	1.899350911
495	1.898727253
496	1.898371885
497	1.897898316
498	1.897427198
499	1.896972728
500	1.896346509
501	1.895661234
502	1.895040433
503	1.894417334
504	1.893877702
505	1.893598794
506	1.893015402
507	1.892719186
508	1.892053123
509	1.891602636
510	1.891040562
511	1.890742504
512	1.890313235
513	1.889832926
514	1.889384175
515	1.888967235
516	1.888538031
517	1.888286645
518	1.887720344
519	1.887196661
520	1.886751437
521	1.886456387
522	1.886018465
523	1.885385579
524	1.884887851
525	1.884605671
526	1.884131046
527	1.883760436
528	1.883462414
529	1.883108145
530	1.882615008
531	1.882217212
532	1.881891832
533	1.881289842
534	1.880908219
535	1.880306859
536	1.87987634
537	1.8795554
538	1.87928206
539	1.878959542
540	1.878611386
541	1.878256949
542	1.87792119
543	1.877490958
544	1.876892457
545	1.876535869
546	1.876100827
547	1.875815738
548	1.875462739
549	1.875109319
550	1.87485106
551	1.874401433
552	1.874031681
553	1.87373261
554	1.873166191
555	1.872680216
556	1.872213507
557	1.871929411
558	1.87144851
559	1.871160534
560	1.870480417
561	1.870215316
562	1.869770645
563	1.869536457
564	1.869233168
565	1.868820976
566	1.868390352
567	1.868116777
568	1.867707205
569	1.867192599
570	1.866851001
571	1.866417298
572	1.866070697
573	1.865654644
574	1.86538381
575	1.865028151
576	1.864376258
577	1.864095291
578	1.863811344
579	1.863345915
580	1.863068064
581	1.862938894
582	1.862498814
583	1.861828965
584	1.861404633
585	1.861189852
586	1.860934844
587	1.86071754
588	1.860366155
589	1.859943826
590	1.859573482
591	1.859226588
592	1.85886602
593	1.858696669
594	1.858266178
595	1.857818245
596	1.857515175
597	1.857060126
598	1.856427066
599	1.855999292
600	1.855604981
601	1.855247059
602	1.8549775
603	1.854693339
604	1.854518411
605	1.854063083
606	1.853721211
607	1.853416622
608	1.85312404
609	1.852882259
610	1.852579041
611	1.851962737
612	1.851361306
613	1.851115049
614	1.850423188
615	1.850086788
616	1.849864471
617	1.84965981
618	1.849380171
619	1.849146186
620	1.848879143
621	1.848638266
622	1.848422482
623	1.848039781
624	1.84763468
625	1.847380999
626	1.847168564
627	1.846739102
628	1.846519313
629	1.846322664
630	1.845914045
631	1.84564048
632	1.845442907
633	1.845192483
634	1.844964232
635	1.84479871
636	1.844413157
637	1.844103
638	1.84387863
639	1.84354476
640	1.843313579
641	1.843059743
642	1.842849538
643	1.842560736
644	1.842258426
645	1.84202503
646	1.8416041
647	1.841366121
648	1.841139781
649	1.840960788
650	1.840687238
651	1.840408141
652	1.840035593
653	1.839842585
654	1.839483313
655	1.839362118
656	1.839130002
657	1.838830703
658	1.838597707
659	1.838091919
660	1.837715294
661	1.837446797
662	1.83703332
663	1.836737267
664	1.836556097
665	1.836370998
666	1.836201963
667	1.83602171
668	1.835731255
669	1.835417034
670	1.835112869
671	1.834975677
672	1.834763049
673	1.834339336
674	1.834025213
675	1.83363765
676	1.833357609
677	1.832938581
678	1.832580517
679	1.832058075
680	1.831870922
681	1.831570836
682	1.831223165
683	1.831098784
684	1.830792354
685	1.830466984
686	1.830299913
687	1.830166492
688	1.829848114
689	1.829531113
690	1.829258559
691	1.829126997
692	1.828852192
693	1.828370828
694	1.828247234
695	1.827924223
696	1.827610813
697	1.827385428
698	1.82694271
699	1.82670932
700	1.826546504
701	1.826356768
702	1.826210963
703	1.825748516
704	1.825481018
705	1.825217697
706	1.825009407
707	1.824857137
708	1.824633089
709	1.824469595
710	1.824303696
711	1.824083534
712	1.823891442
713	1.823657634
714	1.823367026
715	1.823119033
716	1.822954933
717	1.822776927
718	1.822520098
719	1.822350366
720	1.822181781
721	1.82199912
722	1.821794884
723	1.821666017
724	1.821415009
725	1.821133108
726	1.820860285
727	1.820549156
728	1.820431825
729	1.82024847
730	1.820009988
731	1.819761347
732	1.81952853
733	1.819200457
734	1.819112461
735	1.818964425
736	1.818627282
737	1.818384499
738	1.818234138
739	1.817841757
740	1.817742439
741	1.817544693
742	1.817340217
743	1.817147173
744	1.816904881
745	1.81668073
746	1.816584216
747	1.816421291
748	1.81614921
749	1.815821179
750	1.815616795
751	1.815434442
752	1.815244557
753	1.814769127
754	1.814541992
755	1.81416939
756	1.813866779
757	1.813627867
758	1.813555378
759	1.813268637
760	1.813006075
761	1.812796246
762	1.812523805
763	1.812319719
764	1.812131572
765	1.812038394
766	1.811811552
767	1.811389204
768	1.811215909
769	1.810796605
770	1.810636505
771	1.810434906
772	1.81024882
773	1.810072456
774	1.809902532
775	1.809700672
776	1.809569897
777	1.809275039
778	1.809052184
779	1.808588405
780	1.808424298
781	1.80833654
782	1.808120775
783	1.807836766
784	1.807724775
785	1.807397219
786	1.807254593
787	1.807123763
788	1.807062522
789	1.806926646
790	1.806802254
791	1.806671403
792	1.806514521
793	1.806255586
794	1.80613787
795	1.805998398
796	1.805715191
797	1.805466871
798	1.805245994
799	1.805092141
800	1.804828344
801	1.804661107
802	1.804508551
803	1.804213858
804	1.803962806
805	1.803670046
806	1.803549892
807	1.803435958
808	1.803248024
809	1.80314771
810	1.803051115
811	1.802852888
812	1.802604093
813	1.802470933
814	1.802329845
815	1.802095452
816	1.801962978
817	1.801720706
818	1.801376137
819	1.80126149
820	1.801141642
821	1.800886785
822	1.800768784
823	1.800522893
824	1.800190079
825	1.800056269
826	1.799816891
827	1.79965824
828	1.799569955
829	1.79944042
830	1.799302516
831	1.799222063
832	1.799086977
833	1.798930737
834	1.79882808
835	1.798542774
836	1.798329104
837	1.798216258
838	1.798130309
839	1.797911024
840	1.797693137
841	1.797524555
842	1.797371732
843	1.797137591
844	1.797012552
845	1.7969105
846	1.796660434
847	1.796492093
848	1.796295728
849	1.796187676
850	1.795918863
851	1.795735709
852	1.795606194
853	1.795450761
854	1.795312174
855	1.79514497
856	1.795039399
857	1.794765126
858	1.794566839
859	1.794410081
860	1.79424795
861	1.794103526
862	1.793899465
863	1.793764287
864	1.793610112
865	1.793485657
866	1.793363077
867	1.793229685
868	1.793010996
869	1.792890828
870	1.792692517
871	1.792586386
872	1.792468515
873	1.792295944
874	1.792086278
875	1.791932474
876	1.791772714
877	1.791691158
878	1.791587437
879	1.791435079
880	1.791209265
881	1.790974832
882	1.790778143
883	1.790594816
884	1.790442894
885	1.790346859
886	1.790235692
887	1.789996775
888	1.789865274
889	1.789713354
890	1.789608806
891	1.789446039
892	1.789343154
893	1.789242658
894	1.788991548
895	1.788880322
896	1.788798839
897	1.788614859
898	1.788486476
899	1.788250518
900	1.788132261
901	1.787989745
902	1.787887932
903	1.78771418
904	1.787595735
905	1.787495624
906	1.787333399
907	1.787223128
908	1.787006303
909	1.786857617
910	1.786690473
911	1.786549723
912	1.786349531
913	1.786091194
914	1.785950649
915	1.78572804
916	1.785543568
917	1.785334727
918	1.785233551
919	1.785067067
920	1.78492551
921	1.784752355
922	1.784623874
923	1.784444932
924	1.78434308
925	1.784264752
926	1.784078755
927	1.784006225
928	1.783849873
929	1.783740603
930	1.783617838
931	1.783466257
932	1.783354472
933	1.783274192
934	1.783197475
935	1.782998985
936	1.782783406
937	1.782716224
938	1.782604035
939	1.782478141
940	1.782290404
941	1.782139572
942	1.782093405
943	1.781879311
944	1.781766478
945	1.781690989
946	1.781484445
947	1.78132608
948	1.781159229
949	1.781023891
950	1.780863483
951	1.780730338
952	1.78058099
953	1.780440008
954	1.780335789
955	1.780211896
956	1.780040452
957	1.779921827
958	1.779678913
959	1.779495445
960	1.77932443
961	1.779170131
962	1.778895896
963	1.77867474
964	1.778599998
965	1.778496195
966	1.778353297
967	1.778198017
968	1.778028844
969	1.777815722
970	1.777684754
971	1.777573244
972	1.777460793
973	1.777217615
974	1.777105488
975	1.776962672
976	1.77676989
977	1.776661469
978	1.776571395
979	1.776489951
980	1.776377326
981	1.776279446
982	1.776058043
983	1.775906457
984	1.775830027
985	1.775679146
986	1.77556988
987	1.775383944
988	1.775318861
989	1.775165099
990	1.775025939
991	1.774960352
992	1.774856301
993	1.774754715
994	1.774653312
995	1.774466187
996	1.774318434
997	1.774228432
998	1.774068348
999	1.77385835
1000	1.77367159
1001	1.773373342
1002	1.773227862
1003	1.773088159
1004	1.772972509
1005	1.772807791
1006	1.772667204
1007	1.772564312
1008	1.772474763
1009	1.772286445
1010	1.772188524
1011	1.772116795
1012	1.77201988
1013	1.771904046
1014	1.771810452
1015	1.771742934
1016	1.771631507
1017	1.771546635
1018	1.771461536
1019	1.771281044
1020	1.771116662
1021	1.771013642
1022	1.770888494
1023	1.770636471
1024	1.77043634
1025	1.770252542
1026	1.770167205
1027	1.770036617
1028	1.769834579
1029	1.769684622
1030	1.769558847
1031	1.769451978
1032	1.769378472
1033	1.769301782
1034	1.769143877
1035	1.768944601
1036	1.76886782
1037	1.768694162
1038	1.768556295
1039	1.768361404
1040	1.768260587
1041	1.76807416
1042	1.767899108
1043	1.767754546
1044	1.76760657
1045	1.767522748
1046	1.76730814
1047	1.767142035
1048	1.767056314
1049	1.766968605
1050	1.766779305
1051	1.766662773
1052	1.766531968
1053	1.766443403
1054	1.766252212
1055	1.765972506
1056	1.765865158
1057	1.765797205
1058	1.765673749
1059	1.765569476
1060	1.765507162
1061	1.765432758
1062	1.765203248
1063	1.765065659
1064	1.76499932
1065	1.764854935
1066	1.7646242
1067	1.764463897
1068	1.764356722
1069	1.764184726
1070	1.764094876
1071	1.763977592
1072	1.763792491
1073	1.763593566
1074	1.763491869
1075	1.763388728
1076	1.763322272
1077	1.763133044
1078	1.762995464
1079	1.762882482
1080	1.762718009
1081	1.762665905
1082	1.762561831
1083	1.762450694
1084	1.762406126
1085	1.762305147
1086	1.762260146
1087	1.762092531
1088	1.761865021
1089	1.761744759
1090	1.761668921
1091	1.761599809
1092	1.761487541
1093	1.761412845
1094	1.761319155
1095	1.761260192
1096	1.761128114
1097	1.761042579
1098	1.760905275
1099	1.760815443
1100	1.760738622
1101	1.760560147
1102	1.760399474
1103	1.760299523
1104	1.760191551
1105	1.760111172
1106	1.759939302
1107	1.759786647
1108	1.759578318
1109	1.759515322
1110	1.759432776
1111	1.759374614
1112	1.759295806
1113	1.759198005
1114	1.759095142
1115	1.758919916
1116	1.758850287
1117	1.758763157
1118	1.758629164
1119	1.758471162
1120	1.758393489
1121	1.758230066
1122	1.758102177
1123	1.757942484
1124	1.757876536
1125	1.757675426
1126	1.757570958
1127	1.757429037
1128	1.757372405
1129	1.757311517
1130	1.757242504
1131	1.757182496
1132	1.757040074
1133	1.756955486
1134	1.756869964
1135	1.756783512
1136	1.756606746
1137	1.756430203
1138	1.75636681
1139	1.756286463
1140	1.756215964
1141	1.756141553
1142	1.755972485
1143	1.755809456
1144	1.755664604
1145	1.755608677
1146	1.755523969
1147	1.755350376
1148	1.755260161
1149	1.755072845
1150	1.754866404
1151	1.754578216
1152	1.754496664
1153	1.754427581
1154	1.754298108
1155	1.754235467
1156	1.754148714
1157	1.753987277
1158	1.753792381
1159	1.753688872
1160	1.753581838
1161	1.753431365
1162	1.75331934
1163	1.753170816
1164	1.752968041
1165	1.752807485
1166	1.752729812
1167	1.752673313
1168	1.752508507
1169	1.752378861
1170	1.752242752
1171	1.752106993
1172	1.752033653
1173	1.751851649
1174	1.751797029
1175	1.751705164
1176	1.751615154
1177	1.751434252
1178	1.751389804
1179	1.751234171
1180	1.751085677
1181	1.75095308
1182	1.750842847
1183	1.750724369
1184	1.750547336
1185	1.750441728
1186	1.750339012
1187	1.75025649
1188	1.750201294
1189	1.750108982
1190	1.750081733
1191	1.749949955
1192	1.749895998
1193	1.749818421
1194	1.749667672
1195	1.749624545
1196	1.74943706
1197	1.749319666
1198	1.749200143
1199	1.749048677
1200	1.748986845
1201	1.748883065
1202	1.748684185
1203	1.74859449
1204	1.748456949
1205	1.748349313
1206	1.748284991
1207	1.748237666
1208	1.748156495
1209	1.748029954
1210	1.74794723
1211	1.747805305
1212	1.747724191
1213	1.74759047
1214	1.747436104
1215	1.747372852
1216	1.747313774
1217	1.747174385
1218	1.747093071
1219	1.74694311
1220	1.746797515
1221	1.746718203
1222	1.746542046
1223	1.746511804
1224	1.7464046
1225	1.746287233
1226	1.746148819
1227	1.746032549
1228	1.745841175
1229	1.745758159
1230	1.745584716
1231	1.745548068
1232	1.745488181
1233	1.745400278
1234	1.745264803
1235	1.74519325
1236	1.745091058
1237	1.744999676
1238	1.74485809
1239	1.744657752
1240	1.744494523
1241	1.744392049
1242	1.74427239
1243	1.74419172
1244	1.744131363
1245	1.744029326
1246	1.743917901
1247	1.743771418
1248	1.743707879
1249	1.743587246
1250	1.743472658
1251	1.743332516
1252	1.743223358
1253	1.743117317
1254	1.742993809
1255	1.742947156
1256	1.742893969
1257	1.742722
1258	1.742615376
1259	1.742481017
1260	1.742370873
1261	1.742298151
1262	1.742168078
1263	1.742005595
1264	1.741878944
1265	1.741734504
1266	1.741634865
1267	1.741566567
1268	1.741401205
1269	1.741236313
1270	1.741089156
1271	1.740931587
1272	1.740877225
1273	1.740714781
1274	1.740623737
1275	1.740459077
1276	1.740434133
1277	1.74034992
1278	1.740258784
1279	1.740148758
1280	1.740090738
1281	1.739853465
1282	1.739706626
1283	1.739683072
1284	1.739562591
1285	1.739451726
1286	1.7394018
1287	1.739321106
1288	1.739249709
1289	1.73912301
1290	1.739043067
1291	1.738960484
1292	1.738908652
1293	1.738802183
1294	1.738640526
1295	1.738534794
1296	1.738463413
1297	1.738383303
1298	1.73823595
1299	1.738074441
1300	1.737966535
1301	1.737843406
1302	1.737743934
1303	1.737687007
1304	1.737527122
1305	1.737478971
1306	1.737356838
1307	1.737312157
1308	1.737250905
1309	1.737225014
1310	1.737173094
1311	1.737015666
1312	1.73695822
1313	1.736836028
1314	1.736796737
1315	1.736726948
1316	1.736607491
1317	1.736498997
1318	1.736426536
1319	1.736206197
1320	1.736036917
1321	1.735941916
1322	1.735901662
1323	1.735877669
1324	1.735747617
1325	1.735647728
1326	1.73544156
1327	1.735352863
1328	1.735190532
1329	1.73503304
1330	1.734969254
1331	1.734858625
1332	1.73475312
1333	1.734657571
1334	1.734538856
1335	1.734410019
1336	1.734340093
1337	1.734192454
1338	1.734097494
1339	1.734035785
1340	1.733951739
1341	1.733845076
1342	1.733573876
1343	1.733469783
1344	1.733383983
1345	1.733236057
1346	1.7331542
1347	1.733036717
1348	1.732968214
1349	1.732911382
1350	1.732775586
1351	1.732585756
1352	1.732521189
1353	1.73246924
1354	1.732366745
1355	1.732282282
1356	1.732169111
1357	1.732112847
1358	1.732038255
1359	1.731936265
1360	1.731800587
1361	1.731661316
1362	1.731505483
1363	1.731362733
1364	1.731264101
1365	1.731196548
1366	1.731149545
1367	1.731104135
1368	1.731013908
1369	1.730916626
1370	1.730834671
1371	1.730689592
1372	1.730621776
1373	1.730562439
1374	1.730470317
1375	1.730383027
1376	1.730326598
1377	1.730294639
1378	1.730202128
1379	1.730138864
1380	1.730083114
1381	1.729983343
1382	1.72991974
1383	1.729826544
1384	1.729583169
1385	1.729416049
1386	1.729350497
1387	1.729179777
1388	1.729113446
1389	1.728894056
1390	1.728759818
1391	1.728605196
1392	1.728498444
1393	1.728435719
1394	1.728387089
1395	1.728283438
1396	1.728129769
1397	1.728034788
1398	1.727956041
1399	1.727897418
1400	1.727818137
1401	1.727676715
1402	1.727538334
1403	1.727472452
1404	1.727416417
1405	1.727319284
1406	1.727234041
1407	1.727163204
1408	1.727107324
1409	1.726989568
1410	1.726589037
1411	1.726437413
1412	1.726310607
1413	1.726126278
1414	1.726034061
1415	1.725958501
1416	1.725883075
1417	1.725798015
1418	1.725751147
1419	1.725653941
1420	1.72550727
1421	1.725369461
1422	1.725248573
1423	1.725021088
1424	1.724982557
1425	1.724890889
1426	1.724800245
1427	1.724745208
1428	1.724611043
1429	1.724359114
1430	1.724267359
1431	1.724235071
1432	1.724132444
1433	1.724060298
1434	1.723813088
1435	1.723705568
1436	1.723606539
1437	1.723516414
1438	1.723456794
1439	1.723330457
1440	1.723245913
1441	1.723126048
1442	1.72302005
1443	1.722917804
1444	1.722855642
1445	1.722801162
1446	1.722724721
1447	1.72257265
1448	1.722447903
1449	1.722364343
1450	1.722336929
1451	1.722232336
1452	1.722174356
1453	1.72209173
1454	1.721847177
1455	1.721664982
1456	1.721569224
1457	1.721502901
1458	1.721454363
1459	1.721288803
1460	1.721233166
1461	1.721003069
1462	1.720892285
1463	1.720827003
1464	1.720677233
1465	1.720569619
1466	1.720530302
1467	1.720438067
1468	1.720285204
1469	1.720196855
1470	1.720122642
1471	1.720095043
1472	1.719981477
1473	1.719938537
1474	1.719870244
1475	1.719740826
1476	1.719612214
1477	1.719534037
1478	1.719459525
1479	1.719298194
1480	1.719228623
1481	1.719169238
1482	1.719057507
1483	1.718944713
1484	1.71888541
1485	1.718824206
1486	1.718761074
1487	1.718717658
1488	1.718642782
1489	1.718521788
1490	1.718364234
1491	1.718306336
1492	1.718194876
1493	1.71814347
1494	1.718108619
1495	1.717886621
1496	1.717663168
1497	1.717557822
1498	1.717461046
1499	1.717363116
1500	1.717023816
1501	1.716949086
1502	1.716846656
1503	1.716699195
1504	1.716613704
1505	1.716572605
1506	1.716516046
1507	1.716422949
1508	1.716299328
1509	1.716175511
1510	1.716100799
1511	1.716006404
1512	1.715905885
1513	1.71579487
1514	1.71572306
1515	1.715481789
1516	1.71539885
1517	1.715316867
1518	1.715282264
1519	1.715145034
1520	1.714972586
1521	1.714931638
1522	1.714876116
1523	1.714839704
1524	1.714777208
1525	1.714724063
1526	1.714662696
1527	1.714522736
1528	1.71441622
1529	1.714234249
1530	1.714097022
1531	1.713810612
1532	1.713688286
1533	1.713642278
1534	1.713513869
1535	1.713466622
1536	1.71338136
1537	1.713276965
1538	1.713112625
1539	1.712985604
1540	1.712768081
1541	1.712718105
1542	1.712590082
1543	1.712525827
1544	1.712383506
1545	1.712284047
1546	1.712126495
1547	1.711925992
1548	1.711822177
1549	1.711720338
1550	1.711672256
1551	1.711618762
1552	1.711390812
1553	1.711309301
1554	1.711228603
1555	1.711133501
1556	1.711088
1557	1.710887877
1558	1.710807564
1559	1.710616459
1560	1.710540558
1561	1.71033888
1562	1.71023992
1563	1.710068985
1564	1.70995469
1565	1.709861475
1566	1.709802864
1567	1.709759397
1568	1.709662307
1569	1.709576393
1570	1.709537848
1571	1.709360851
1572	1.709289616
1573	1.709232481
1574	1.709106669
1575	1.708973508
1576	1.708866263
1577	1.708688917
1578	1.708640659
1579	1.708537288
1580	1.708509058
1581	1.708424271
1582	1.708382279
1583	1.708336152
1584	1.708143101
1585	1.708057779
1586	1.708001782
1587	1.707808182
1588	1.707686457
1589	1.707631391
1590	1.707535251
1591	1.707410453
1592	1.707303799
1593	1.70724048
1594	1.707157483
1595	1.70705993
1596	1.707000943
1597	1.706970709
1598	1.70689201
1599	1.706773722
1600	1.706690121
1601	1.706637217
1602	1.706516903
1603	1.706373082
1604	1.706305048
1605	1.706165497
1606	1.706053653
1607	1.705941583
1608	1.705818668
1609	1.705720159
1610	1.705511176
1611	1.705441293
1612	1.705389587
1613	1.705326706
1614	1.705169178
1615	1.704978224
1616	1.704909496
1617	1.704809907
1618	1.704738621
1619	1.704548497
1620	1.704403218
1621	1.704319469
1622	1.704259492
1623	1.704169816
1624	1.704095058
1625	1.703915416
1626	1.703598492
1627	1.703460956
1628	1.703393395
1629	1.703305773
1630	1.703228977
1631	1.703190491
1632	1.70309797
1633	1.70297148
1634	1.702888428
1635	1.702777222
1636	1.702708997
1637	1.702573147
1638	1.702324673
1639	1.702244957
1640	1.702110398
1641	1.702020528
1642	1.701946171
1643	1.701906157
1644	1.701824548
1645	1.701751428
1646	1.701722791
1647	1.701680345
1648	1.701475816
1649	1.701438961
1650	1.701362722
1651	1.701249018
1652	1.701215899
1653	1.701175164
1654	1.701086518
1655	1.70099535
1656	1.700950902
1657	1.700857183
1658	1.700749141
1659	1.700663062
1660	1.700470417
1661	1.700255906
1662	1.700158763
1663	1.700100227
1664	1.699912935
